time	bas_active	bas_inactive	bas_ref	bis_active	bis_inactive	bis_ref	ec_active	ec_inactive	ec_ref	ex_active	ex_inactive	ex_ref	ext_active	ext_inactive	ext_ref	hipp_active	hipp_inactive	hipp_ref	in_active	in_inactive	in_ref	ps_active	ps_inactive	ps_ref	septum_active	septum_inactive	septum_ref	
710	0.08	0.02	0.9	0.02	0.57	0.41	0.32	0.68	0	0	1	0	0.99	0.01	0	0	1	0	0.04	0.15	0.81	0.74	0.26	0	0	0.96	0.04	
711	0.1	0.02	0.88	0.05	0.57	0.38	0.46	0.54	0	0	1	0	0.54	0.46	0	0	1	0	0.09	0.15	0.76	0.82	0.18	0	0	0.96	0.04	
712	0.15	0.01	0.84	0.04	0.57	0.39	1	0	0	0	1	0	0.46	0.54	0	0	1	0	0.07	0.15	0.78	0.88	0.12	0	0	0.96	0.04	
713	0.14	0	0.86	0.02	0.59	0.39	0.1	0.9	0	0	1	0	0.26	0.74	0	0	1	0	0.08	0.15	0.77	0.12	0.88	0	0	0.96	0.04	
714	0.07	0	0.93	0.05	0.59	0.36	0.57	0.43	0	0	1	0	0.53	0.47	0	0	1	0	0.15	0.15	0.7	0.99	0.01	0	0	0.96	0.04	
715	0.12	0	0.88	0.05	0.59	0.36	0.17	0.83	0	0	1	0	0.42	0.58	0	0	1	0	0.08	0.15	0.77	0.48	0.52	0	0	0.96	0.04	
716	0.08	0	0.92	0.03	0.6	0.37	0.75	0.25	0	0	1	0	0.59	0.41	0	0	1	0	0.01	0.15	0.84	0.35	0.65	0	0.01	0.96	0.03	
717	0.13	0	0.87	0.03	0.6	0.37	0.84	0.16	0	0	1	0	0.49	0.51	0	0	1	0	0.04	0.15	0.81	0.6	0.4	0	0.01	0.95	0.04	
718	0.05	0	0.95	0.02	0.61	0.37	0.82	0.18	0	0	1	0	0.52	0.48	0	0	1	0	0.06	0.15	0.79	0.26	0.74	0	0	0.95	0.05	
719	0.04	0	0.96	0.04	0.6	0.36	0.96	0.04	0	0	1	0	0.94	0.06	0	0	1	0	0.14	0.15	0.71	0.49	0.51	0	0	0.95	0.05	
720	0.04	0	0.96	0.05	0.6	0.35	0.37	0.63	0	0	1	0	0.58	0.42	0	0	1	0	0.09	0.15	0.76	0.8	0.2	0	0.01	0.94	0.05	
721	0.08	0	0.92	0.02	0.6	0.38	0.93	0.07	0	0	1	0	0.11	0.89	0	0	1	0	0.03	0.16	0.81	0.41	0.59	0	0	0.94	0.06	
722	0.1	0	0.9	0.05	0.6	0.35	0.45	0.55	0	0	1	0	0.48	0.52	0	0	1	0	0.1	0.15	0.75	0.76	0.24	0	0.01	0.94	0.05	
723	0.15	0	0.85	0.04	0.6	0.36	0.63	0.37	0	0	1	0	0.99	0.01	0	0	1	0	0.07	0.15	0.78	0.12	0.88	0	0.01	0.94	0.05	
724	0.13	0.01	0.86	0.02	0.6	0.38	0.39	0.61	0	0	1	0	0.82	0.18	0	0	1	0	0.08	0.15	0.77	0.85	0.15	0	0	0.94	0.06	
725	0.07	0.01	0.92	0.03	0.62	0.35	0.7	0.3	0	0	1	0	0.37	0.63	0	0	1	0	0.12	0.18	0.7	0.83	0.17	0	0	0.94	0.06	
726	0.12	0.01	0.87	0.06	0.61	0.33	0.89	0.11	0	0	1	0	0.83	0.17	0	0	1	0	0.08	0.18	0.74	0.07	0.93	0	0	0.95	0.05	
727	0.08	0.01	0.91	0.03	0.61	0.36	0.32	0.68	0	0	1	0	0.62	0.38	0	0	1	0	0.01	0.18	0.81	0.45	0.55	0	0.01	0.94	0.05	
728	0.13	0.01	0.86	0.03	0.61	0.36	0.12	0.88	0	0	1	0	0.48	0.52	0	0	1	0	0.04	0.18	0.78	0.51	0.49	0	0	0.94	0.06	
729	0.05	0.01	0.94	0.01	0.62	0.37	0.6	0.4	0	0	1	0	0.02	0.98	0	0	1	0	0.04	0.2	0.76	0.26	0.74	0	0	0.94	0.06	
730	0.04	0.01	0.95	0.05	0.61	0.34	0.52	0.48	0	0	1	0	0.68	0.32	0	0	1	0	0.16	0.18	0.66	0.68	0.32	0	0.01	0.93	0.06	
731	0.04	0.01	0.95	0.05	0.61	0.34	0.08	0.92	0	0	1	0	0.83	0.17	0	0	1	0	0.09	0.18	0.73	0.37	0.63	0	0.01	0.92	0.07	
732	0.08	0.01	0.91	0.02	0.61	0.37	0.29	0.71	0	0	1	0	0.5	0.5	0	0	1	0	0.03	0.18	0.79	0.75	0.25	0	0.05	0.87	0.08	
733	0.1	0.01	0.89	0.04	0.62	0.34	0.74	0.26	0	0	1	0	0.46	0.54	0	0	1	0	0.09	0.19	0.72	0.97	0.03	0	0	0.87	0.13	
734	0.15	0.01	0.84	0.01	0.65	0.34	0.52	0.48	0	0	1	0	0.12	0.88	0	0	1	0	0.04	0.22	0.74	0.13	0.87	0	0.05	0.82	0.13	
735	0.12	0.02	0.86	0.03	0.64	0.33	0.26	0.74	0	0	1	0	0.06	0.94	0	0	1	0	0.06	0.24	0.7	0.2	0.8	0	0.06	0.76	0.18	
736	0.07	0.02	0.91	0.03	0.64	0.33	0.5	0.5	0	0	1	0	0.49	0.51	0	0	1	0	0.11	0.25	0.64	0.08	0.92	0	0.01	0.75	0.24	
737	0.13	0.01	0.86	0.03	0.67	0.3	0.87	0.13	0	0	1	0	0.34	0.66	0	0	1	0	0.07	0.26	0.67	0.1	0.9	0	0	0.75	0.25	
738	0.08	0.01	0.91	0.04	0.66	0.3	0.73	0.27	0	0	1	0	0.81	0.19	0	0	1	0	0.03	0.24	0.73	0.16	0.84	0	0	0.75	0.25	
739	0.12	0.02	0.86	0.02	0.67	0.31	0.6	0.4	0	0	1	0	0.59	0.41	0	0	1	0	0.04	0.24	0.72	0.56	0.44	0	0.05	0.7	0.25	
740	0.04	0.03	0.93	0	0.68	0.32	0.44	0.56	0	0	1	0	0.17	0.83	0	0	1	0	0.02	0.26	0.72	0.05	0.95	0	0	0.7	0.3	
741	0.03	0.04	0.93	0.03	0.7	0.27	0.55	0.45	0	0	1	0	0.38	0.62	0	0	1	0	0.11	0.31	0.58	0.68	0.32	0	0.09	0.61	0.3	
742	0.03	0.05	0.92	0.04	0.71	0.25	0.91	0.09	0	0	1	0	0.5	0.5	0	0	1	0	0.05	0.35	0.6	0.71	0.29	0	0.05	0.56	0.39	
743	0.06	0.07	0.87	0	0.73	0.27	0.66	0.34	0	0	1	0	0.12	0.88	0	0	1	0	0.03	0.35	0.62	0.11	0.89	0	0.04	0.52	0.44	
744	0.08	0.09	0.83	0.01	0.76	0.23	0.77	0.23	0	0	1	0	0.2	0.8	0	0	1	0	0.02	0.42	0.56	0.52	0.48	0	0.07	0.45	0.48	
745	0.11	0.13	0.76	0.01	0.76	0.23	0.4	0.6	0	0	1	0	0.24	0.76	0	0	1	0	0	0.46	0.54	0.63	0.37	0	0.04	0.41	0.55	
746	0.09	0.16	0.75	0	0.79	0.21	0.04	0.96	0	0	1	0	0.26	0.74	0	0	1	0	0.01	0.51	0.48	0.76	0.24	0	0.02	0.39	0.59	
747	0.03	0.2	0.77	0.01	0.81	0.18	0.43	0.57	0	0	1	0	0.73	0.27	0	0	1	0	0.07	0.55	0.38	0.4	0.6	0	0.05	0.35	0.6	
748	0.12	0.21	0.67	0.02	0.82	0.16	0.72	0.28	0	0	1	0	0.79	0.21	0	0	1	0	0.05	0.57	0.38	0.32	0.68	0	0.01	0.35	0.64	
749	0.08	0.21	0.71	0.01	0.85	0.14	0.88	0.12	0	0.01	0.99	0	0.36	0.64	0	0	1	0	0.01	0.59	0.4	0.34	0.66	0	0.04	0.31	0.65	
750	0.1	0.23	0.67	0	0.87	0.13	0.48	0.52	0	0	0.99	0.01	0.07	0.93	0	0	1	0	0	0.63	0.37	0.33	0.67	0	0.01	0.3	0.69	
751	0.05	0.22	0.73	0	0.87	0.13	0.88	0.12	0	0.01	0.98	0.01	0.26	0.74	0	0	1	0	0	0.65	0.35	0.11	0.89	0	0.01	0.3	0.69	
752	0.01	0.24	0.75	0	0.9	0.1	0.46	0.54	0	0	0.98	0.02	0.69	0.31	0	0	1	0	0.05	0.71	0.24	0.76	0.24	0	0.08	0.22	0.7	
753	0.01	0.26	0.73	0	0.94	0.06	0.94	0.06	0	0	0.98	0.02	0.59	0.41	0	0	1	0	0.01	0.75	0.24	0.3	0.7	0	0.05	0.18	0.77	
754	0.03	0.29	0.68	0	0.94	0.06	0.8	0.2	0	0.01	0.97	0.02	0.97	0.03	0	0	1	0	0	0.78	0.22	0.48	0.52	0	0.04	0.15	0.81	
755	0.01	0.36	0.63	0	0.95	0.05	0.15	0.85	0	0.01	0.96	0.03	0.8	0.2	0	0	1	0	0.01	0.79	0.2	0.67	0.33	0	0.03	0.12	0.85	
756	0.07	0.4	0.53	0	0.96	0.04	0.81	0.19	0	0.02	0.94	0.04	0.36	0.64	0	0	1	0	0	0.79	0.21	0.06	0.94	0	0.01	0.11	0.88	
757	0.03	0.46	0.51	0	0.96	0.04	0.47	0.53	0	0.01	0.93	0.06	0.51	0.49	0	0	1	0	0.01	0.79	0.2	0.19	0.81	0	0.04	0.07	0.89	
758	0	0.49	0.51	0	0.97	0.03	0.31	0.69	0	0	0.93	0.07	0.8	0.2	0	0	1	0	0.03	0.83	0.14	0.47	0.53	0	0.06	0.02	0.92	
759	0.08	0.53	0.39	0.01	0.98	0.01	0.2	0.8	0	0.01	0.92	0.07	0.05	0.95	0	0	1	0	0	0.88	0.12	0.61	0.39	0	0	0.02	0.98	
760	0.06	0.55	0.39	0.01	0.98	0.01	0.18	0.82	0	0	0.92	0.08	0.33	0.67	0	0	1	0	0.02	0.87	0.11	0.66	0.34	0	0.01	0.01	0.98	
761	0.06	0.59	0.35	0	0.98	0.02	0.74	0.26	0	0.01	0.91	0.08	0.03	0.97	0	0	1	0	0	0.87	0.13	0.61	0.39	0	0.01	0.01	0.98	
762	0.03	0.61	0.36	0.01	0.97	0.02	0.45	0.55	0	0.06	0.85	0.09	0.8	0.2	0	0	1	0	0.01	0.86	0.13	0.35	0.65	0	0.01	0.01	0.98	
763	0	0.62	0.38	0	0.97	0.03	0.56	0.44	0	0.02	0.83	0.15	0.08	0.92	0	0	1	0	0.01	0.9	0.09	0.14	0.86	0	0.04	0.02	0.94	
764	0	0.63	0.37	0	0.97	0.03	0.02	0.98	0	0.05	0.78	0.17	0.95	0.05	0	0	1	0	0.01	0.9	0.09	0.07	0.93	0	0	0.02	0.98	
765	0.01	0.65	0.34	0	0.97	0.03	0.88	0.12	0	0.08	0.7	0.22	0.82	0.18	0	0	1	0	0	0.9	0.1	0.07	0.93	0	0.02	0.05	0.93	
766	0	0.66	0.34	0	0.97	0.03	0.29	0.71	0	0.05	0.66	0.29	0.49	0.51	0	0	1	0	0	0.91	0.09	0.34	0.66	0	0.09	0.02	0.89	
767	0.02	0.71	0.27	0	0.97	0.03	0.74	0.26	0	0.07	0.59	0.34	0.48	0.52	0	0.01	0.99	0	0	0.91	0.09	0.65	0.35	0	0.01	0.02	0.97	
768	0	0.74	0.26	0	0.97	0.03	0.5	0.5	0	0.02	0.58	0.4	0.54	0.46	0	0	0.99	0.01	0	0.92	0.08	0.63	0.37	0	0.01	0.01	0.98	
769	0.01	0.73	0.26	0	0.97	0.03	0.14	0.86	0	0.03	0.55	0.42	0.01	0.99	0	0.01	0.98	0.01	0.01	0.94	0.05	0.06	0.94	0	0	0.01	0.99	
770	0.06	0.75	0.19	0	0.98	0.02	0.86	0.14	0	0.06	0.49	0.45	0.54	0.46	0	0	0.98	0.02	0	0.94	0.06	0.47	0.53	0	0.05	0.01	0.94	
771	0.04	0.77	0.19	0	0.99	0.01	0.99	0.01	0	0.04	0.46	0.5	0.15	0.85	0	0.01	0.97	0.02	0.01	0.95	0.04	0.93	0.07	0	0	0.01	0.99	
772	0.05	0.78	0.17	0	0.99	0.01	0.44	0.56	0	0.06	0.41	0.53	0.59	0.41	0	0	0.97	0.03	0	0.95	0.05	0.21	0.79	0	0.08	0.02	0.9	
773	0.01	0.8	0.19	0.01	0.99	0	0.25	0.75	0	0.03	0.4	0.57	0.8	0.2	0	0.01	0.96	0.03	0	0.96	0.04	0.83	0.17	0	0.06	0.01	0.93	
774	0	0.8	0.2	0	0.99	0.01	0.99	0.01	0	0.08	0.33	0.59	0.31	0.69	0	0.03	0.93	0.04	0.01	0.96	0.03	0.7	0.3	0	0.04	0.01	0.95	
775	0.01	0.79	0.2	0	0.99	0.01	0.43	0.57	0	0.01	0.32	0.67	0.67	0.33	0	0	0.93	0.07	0.01	0.96	0.03	0.54	0.46	0	0.07	0.01	0.92	
776	0.01	0.79	0.2	0	0.99	0.01	0.1	0.9	0	0.01	0.32	0.67	0.19	0.81	0	0	0.93	0.07	0	0.96	0.04	0.1	0.9	0	0.04	0.01	0.95	
777	0	0.79	0.21	0	0.99	0.01	0.67	0.33	0	0.03	0.29	0.68	0.5	0.5	0	0.03	0.9	0.07	0	0.96	0.04	0.47	0.53	0	0.02	0.01	0.97	
778	0.01	0.8	0.19	0	0.99	0.01	0.82	0.18	0	0.05	0.25	0.7	0.58	0.42	0	0.14	0.77	0.09	0	0.96	0.04	0.95	0.05	0	0.03	0.03	0.94	
779	0.01	0.79	0.2	0.01	0.98	0.01	0.12	0.88	0	0.06	0.25	0.69	0.18	0.82	0	0.03	0.74	0.23	0	0.96	0.04	0.09	0.91	0	0.02	0.02	0.96	
780	0	0.8	0.2	0.02	0.96	0.02	0.56	0.44	0	0.06	0.21	0.73	0.81	0.19	0	0.1	0.65	0.25	0.01	0.96	0.03	0.63	0.37	0	0.01	0.05	0.94	
781	0.1	0.76	0.14	0	0.96	0.04	0.3	0.7	0	0.06	0.2	0.74	0.72	0.28	0	0.16	0.49	0.35	0	0.96	0.04	0.12	0.88	0	0.01	0.05	0.94	
782	0.04	0.76	0.2	0	0.96	0.04	0.07	0.93	0	0.1	0.18	0.72	0.26	0.74	0	0.02	0.48	0.5	0.01	0.96	0.03	0.18	0.82	0	0.02	0.04	0.94	
783	0.04	0.77	0.19	0.01	0.95	0.04	0.47	0.53	0	0.08	0.15	0.77	0.32	0.68	0	0.03	0.45	0.52	0	0.96	0.04	0.89	0.11	0	0.06	0.06	0.88	
784	0.01	0.77	0.22	0.01	0.95	0.04	0.88	0.12	0	0.1	0.12	0.78	0.62	0.38	0	0.02	0.44	0.54	0	0.96	0.04	0.85	0.15	0	0.05	0.06	0.89	
785	0	0.77	0.23	0	0.95	0.05	0.14	0.86	0	0.02	0.12	0.86	0.67	0.33	0	0.07	0.4	0.53	0.01	0.96	0.03	0.64	0.36	0	0.02	0.08	0.9	
786	0.02	0.76	0.22	0	0.95	0.05	0.57	0.43	0	0.03	0.12	0.85	0.18	0.82	0	0.03	0.37	0.6	0	0.97	0.03	0.92	0.08	0	0.03	0.08	0.89	
787	0.01	0.76	0.23	0	0.95	0.05	0.92	0.08	0	0.06	0.12	0.82	0.56	0.44	0	0.12	0.25	0.63	0.01	0.96	0.03	0.03	0.97	0	0	0.09	0.91	
788	0	0.76	0.24	0	0.95	0.05	0.58	0.42	0	0.04	0.12	0.84	0.72	0.28	0	0.06	0.22	0.72	0	0.96	0.04	0.27	0.73	0	0	0.13	0.87	
789	0.02	0.75	0.23	0	0.95	0.05	0.5	0.5	0	0.06	0.12	0.82	0.42	0.58	0	0.1	0.26	0.64	0	0.96	0.04	0.57	0.43	0	0.01	0.18	0.81	
790	0	0.76	0.24	0.01	0.95	0.04	0.22	0.78	0	0.02	0.13	0.85	0.64	0.36	0	0.07	0.22	0.71	0	0.96	0.04	0.39	0.61	0	0	0.18	0.82	
791	0	0.76	0.24	0.02	0.95	0.03	0.86	0.14	0	0.08	0.13	0.79	0.59	0.41	0	0.05	0.27	0.68	0.01	0.96	0.03	0.18	0.82	0	0	0.19	0.81	
792	0.08	0.78	0.14	0	0.95	0.05	0.88	0.12	0	0.01	0.13	0.86	0.2	0.8	0	0.11	0.32	0.57	0	0.96	0.04	0.53	0.47	0	0	0.2	0.8	
793	0.04	0.78	0.18	0	0.95	0.05	0.72	0.28	0	0.01	0.13	0.86	0.25	0.75	0	0.06	0.28	0.66	0.01	0.96	0.03	0.86	0.14	0	0	0.21	0.79	
794	0.05	0.77	0.18	0	0.96	0.04	0.15	0.85	0	0.03	0.13	0.84	0.43	0.57	0	0.06	0.25	0.69	0	0.96	0.04	0.09	0.91	0	0	0.25	0.75	
795	0.01	0.77	0.22	0.01	0.96	0.03	0.57	0.43	0	0.05	0.13	0.82	0.42	0.58	0	0.03	0.24	0.73	0	0.96	0.04	0.04	0.96	0	0	0.25	0.75	
796	0.03	0.74	0.23	0.01	0.95	0.04	0.73	0.27	0	0.06	0.13	0.81	0.94	0.06	0	0.07	0.24	0.69	0.01	0.96	0.03	0.71	0.29	0	0	0.27	0.73	
797	0.01	0.75	0.24	0	0.95	0.05	0.16	0.84	0	0.04	0.15	0.81	0.54	0.46	0	0.08	0.19	0.73	0	0.96	0.04	0.02	0.98	0	0.01	0.35	0.64	
798	0.01	0.75	0.24	0	0.95	0.05	0.67	0.33	0	0.06	0.15	0.79	0.55	0.45	0	0.07	0.24	0.69	0.01	0.96	0.03	0.09	0.91	0	0	0.36	0.64	
799	0	0.75	0.25	0	0.95	0.05	0.5	0.5	0	0.1	0.15	0.75	0.87	0.13	0	0.06	0.24	0.7	0	0.96	0.04	0.19	0.81	0	0	0.37	0.63	
800	0.01	0.76	0.23	0	0.95	0.05	0.24	0.76	0	0.07	0.16	0.77	0.21	0.79	0	0.07	0.27	0.66	0	0.96	0.04	0.25	0.75	0	0	0.37	0.63	
801	0	0.76	0.24	0.01	0.95	0.04	0.94	0.06	0	0.06	0.2	0.74	0.08	0.92	0	0.07	0.27	0.66	0	0.96	0.04	0.91	0.09	0	0	0.42	0.58	
802	0	0.76	0.24	0.02	0.95	0.03	0.71	0.29	0	0.02	0.2	0.78	0.67	0.33	0	0.06	0.26	0.68	0.01	0.96	0.03	0.78	0.22	0	0	0.42	0.58	
803	0.09	0.75	0.16	0	0.95	0.05	0.6	0.4	0	0.02	0.21	0.77	0.95	0.05	0	0.07	0.3	0.63	0.01	0.95	0.04	0.81	0.19	0	0	0.5	0.5	
804	0.05	0.74	0.21	0	0.95	0.05	0.9	0.1	0	0.08	0.19	0.73	0.92	0.08	0	0	0.36	0.64	0.01	0.95	0.04	0.39	0.61	0	0	0.56	0.44	
805	0.05	0.74	0.21	0	0.95	0.05	0.55	0.45	0	0.04	0.19	0.77	0.1	0.9	0	0.02	0.4	0.58	0	0.95	0.05	0.34	0.66	0	0	0.6	0.4	
806	0.01	0.74	0.25	0.01	0.95	0.04	0.03	0.97	0	0.06	0.19	0.75	0.51	0.49	0	0.1	0.33	0.57	0	0.95	0.05	0.86	0.14	0	0	0.67	0.33	
807	0.05	0.72	0.23	0	0.96	0.04	0.55	0.45	0	0.02	0.19	0.79	0.01	0.99	0	0.07	0.33	0.6	0	0.96	0.04	0.08	0.92	0	0	0.71	0.29	
808	0.01	0.72	0.27	0.01	0.95	0.04	0.31	0.69	0	0.08	0.19	0.73	0.54	0.46	0	0.05	0.36	0.59	0.01	0.95	0.04	0.15	0.85	0	0	0.73	0.27	
809	0.01	0.72	0.27	0	0.95	0.05	0.58	0.42	0	0.01	0.19	0.8	0.25	0.75	0	0.12	0.31	0.57	0	0.96	0.04	0.33	0.67	0	0.01	0.75	0.24	
810	0	0.72	0.28	0	0.95	0.05	0.58	0.42	0	0.01	0.19	0.8	0.33	0.67	0	0.05	0.32	0.63	0	0.96	0.04	0.41	0.59	0	0	0.77	0.23	
811	0	0.73	0.27	0	0.95	0.05	0.95	0.05	0	0.01	0.21	0.78	0.31	0.69	0	0.08	0.31	0.61	0	0.96	0.04	0.19	0.81	0	0	0.78	0.22	
812	0.02	0.71	0.27	0.01	0.95	0.04	0.41	0.59	0	0.04	0.22	0.74	0.35	0.65	0	0.08	0.3	0.62	0.01	0.95	0.04	0.46	0.54	0	0	0.79	0.21	
813	0.01	0.7	0.29	0.01	0.96	0.03	0.78	0.22	0	0.05	0.23	0.72	0.4	0.6	0	0.05	0.31	0.64	0	0.96	0.04	0.23	0.77	0	0	0.81	0.19	
814	0.12	0.67	0.21	0.01	0.95	0.04	0.71	0.29	0	0.04	0.23	0.73	0.83	0.17	0	0.1	0.28	0.62	0.04	0.93	0.03	0.42	0.58	0	0	0.87	0.13	
815	0.06	0.66	0.28	0.01	0.94	0.05	0.51	0.49	0	0.05	0.24	0.71	0.57	0.43	0	0.06	0.22	0.72	0.01	0.93	0.06	0.89	0.11	0	0.01	0.91	0.08	
816	0.06	0.65	0.29	0.01	0.93	0.06	0.12	0.88	0	0.08	0.26	0.66	0.08	0.92	0	0.05	0.19	0.76	0	0.93	0.07	0.03	0.97	0	0	0.93	0.07	
817	0.01	0.65	0.34	0.01	0.93	0.06	0.05	0.95	0	0.05	0.28	0.67	0.55	0.45	0	0.04	0.25	0.71	0	0.93	0.07	0.51	0.49	0	0.01	0.95	0.04	
818	0.06	0.64	0.3	0.01	0.92	0.07	0.23	0.77	0	0.04	0.3	0.66	0.12	0.88	0	0.06	0.26	0.68	0.01	0.92	0.07	0.26	0.74	0	0	0.95	0.05	
819	0.08	0.57	0.35	0.01	0.92	0.07	0.74	0.26	0	0.02	0.3	0.68	0.86	0.14	0	0.07	0.24	0.69	0.02	0.91	0.07	0.39	0.61	0	0	0.95	0.05	
820	0.02	0.56	0.42	0	0.92	0.08	0.83	0.17	0	0.03	0.29	0.68	0.19	0.81	0	0.06	0.3	0.64	0	0.91	0.09	0.42	0.58	0	0	0.96	0.04	
821	0.05	0.51	0.44	0.01	0.91	0.08	0.39	0.61	0	0.03	0.34	0.63	0.94	0.06	0	0.07	0.28	0.65	0.01	0.9	0.09	0.5	0.5	0	0.01	0.95	0.04	
822	0.05	0.46	0.49	0.02	0.89	0.09	0.79	0.21	0	0.02	0.36	0.62	0.67	0.33	0	0.03	0.33	0.64	0.01	0.89	0.1	0.51	0.49	0	0	0.95	0.05	
823	0.06	0.42	0.52	0.02	0.88	0.1	0.65	0.35	0	0.05	0.37	0.58	0.51	0.49	0	0.02	0.39	0.59	0.01	0.89	0.1	0.8	0.2	0	0	0.95	0.05	
824	0.01	0.42	0.57	0.01	0.88	0.11	0.03	0.97	0	0.02	0.37	0.61	0.84	0.16	0	0.12	0.32	0.56	0	0.89	0.11	0.34	0.66	0	0	0.95	0.05	
825	0.14	0.4	0.46	0.02	0.87	0.11	0.18	0.82	0	0.03	0.42	0.55	0.02	0.98	0	0.09	0.33	0.58	0.05	0.88	0.07	0.91	0.09	0	0	0.95	0.05	
826	0.1	0.36	0.54	0.02	0.86	0.12	0.73	0.27	0	0.01	0.42	0.57	0.81	0.19	0	0.07	0.32	0.61	0.03	0.86	0.11	0.37	0.63	0	0	0.95	0.05	
827	0.1	0.32	0.58	0.02	0.85	0.13	0.76	0.24	0	0.01	0.42	0.57	0.98	0.02	0	0.07	0.3	0.63	0.02	0.84	0.14	0.43	0.57	0	0	0.95	0.05	
828	0.06	0.27	0.67	0.03	0.83	0.14	0.4	0.6	0	0	0.43	0.57	0.23	0.77	0	0.04	0.3	0.66	0.03	0.81	0.16	0.02	0.98	0	0	0.96	0.04	
829	0.07	0.26	0.67	0.03	0.81	0.16	0.46	0.54	0	0.01	0.46	0.53	0.72	0.28	0	0.03	0.33	0.64	0.04	0.78	0.18	0.56	0.44	0	0	0.96	0.04	
830	0.09	0.25	0.66	0.02	0.8	0.18	0.93	0.07	0	0.01	0.5	0.49	0.55	0.45	0	0.06	0.34	0.6	0.03	0.77	0.2	0.08	0.92	0	0	0.96	0.04	
831	0.01	0.26	0.73	0	0.8	0.2	0.11	0.89	0	0.03	0.51	0.46	0.25	0.75	0	0.04	0.36	0.6	0	0.77	0.23	0.41	0.59	0	0	0.96	0.04	
832	0.07	0.24	0.69	0	0.81	0.19	0.86	0.14	0	0.01	0.55	0.44	0.02	0.98	0	0.07	0.36	0.57	0.02	0.76	0.22	0.25	0.75	0	0	0.96	0.04	
833	0.11	0.18	0.71	0.09	0.74	0.17	0.59	0.41	0	0.04	0.59	0.37	0.95	0.05	0	0.06	0.33	0.61	0.12	0.65	0.23	0.49	0.51	0	0	0.96	0.04	
834	0.09	0.15	0.76	0.06	0.7	0.24	0.16	0.84	0	0.02	0.62	0.36	0.87	0.13	0	0.05	0.3	0.65	0.04	0.62	0.34	0.32	0.68	0	0	0.96	0.04	
835	0.03	0.13	0.84	0.02	0.69	0.29	0.54	0.46	0	0.01	0.65	0.34	0.26	0.74	0	0.01	0.41	0.58	0.03	0.59	0.38	0.64	0.36	0	0	0.96	0.04	
836	0.16	0.11	0.73	0.04	0.67	0.29	0.98	0.02	0	0.01	0.66	0.33	0.31	0.69	0	0.06	0.44	0.5	0.08	0.56	0.36	0.18	0.82	0	0	0.96	0.04	
837	0.12	0.09	0.79	0.08	0.61	0.31	0.74	0.26	0	0	0.69	0.31	0.68	0.32	0	0	0.51	0.49	0.08	0.51	0.41	0.15	0.85	0	0	0.96	0.04	
838	0.1	0.09	0.81	0.02	0.61	0.37	0.21	0.79	0	0	0.72	0.28	0.61	0.39	0	0.01	0.57	0.42	0.06	0.47	0.47	0.03	0.97	0	0	0.96	0.04	
839	0.09	0.06	0.85	0.06	0.58	0.36	0.06	0.94	0	0	0.74	0.26	0.36	0.64	0	0.11	0.5	0.39	0.07	0.43	0.5	0.33	0.67	0	0	0.96	0.04	
840	0.09	0.04	0.87	0.03	0.58	0.39	0.31	0.69	0	0	0.79	0.21	0.14	0.86	0	0.02	0.51	0.47	0.05	0.42	0.53	0.64	0.36	0	0.02	0.95	0.03	
841	0.08	0.05	0.87	0.04	0.56	0.4	0.13	0.87	0	0	0.81	0.19	0.15	0.85	0	0	0.57	0.43	0.05	0.4	0.55	0.22	0.78	0	0	0.95	0.05	
842	0.02	0.04	0.94	0	0.56	0.44	0.04	0.96	0	0	0.84	0.16	0.55	0.45	0	0.03	0.58	0.39	0.04	0.36	0.6	0.36	0.64	0	0	0.95	0.05	
843	0.07	0.04	0.89	0.03	0.53	0.44	0.61	0.39	0	0	0.85	0.15	0.14	0.86	0	0	0.65	0.35	0.03	0.35	0.62	0.32	0.68	0	0	0.95	0.05	
844	0.13	0.02	0.85	0.01	0.61	0.38	0.86	0.14	0	0	0.86	0.14	0.03	0.97	0	0.04	0.67	0.29	0.07	0.4	0.53	0.01	0.99	0	0	0.95	0.05	
845	0.09	0.02	0.89	0.11	0.56	0.33	0.29	0.71	0	0	0.86	0.14	0.76	0.24	0	0.03	0.69	0.28	0.18	0.26	0.56	0.01	0.99	0	0	0.95	0.05	
846	0.04	0.01	0.95	0.07	0.51	0.42	0.31	0.69	0	0	0.87	0.13	0.59	0.41	0	0.01	0.69	0.3	0.06	0.23	0.71	0.03	0.97	0	0	0.96	0.04	
847	0.16	0.01	0.83	0.03	0.52	0.45	0.58	0.42	0	0	0.88	0.12	0.19	0.81	0	0	0.75	0.25	0.09	0.22	0.69	0.7	0.3	0	0	0.96	0.04	
848	0.13	0	0.87	0.05	0.55	0.4	0.57	0.43	0	0.01	0.9	0.09	0.32	0.68	0	0	0.75	0.25	0.09	0.21	0.7	0.95	0.05	0	0.03	0.94	0.03	
849	0.1	0	0.9	0.01	0.56	0.43	0.22	0.78	0	0	0.91	0.09	0.03	0.97	0	0.01	0.75	0.24	0.03	0.24	0.73	0.68	0.32	0	0	0.94	0.06	
850	0.09	0	0.91	0.04	0.58	0.38	0.49	0.51	0	0	0.95	0.05	0.09	0.91	0	0.01	0.85	0.14	0.05	0.26	0.69	0.91	0.09	0	0	0.94	0.06	
